,name,ingredient_list
1243,priming moisturizer rich,"['aqua/water/eau', 'neopentyl glycol diheptanoate', 'propanediol', 'glycerin', 'caprylic/capric triglyceride', 'cetyl alcohol', 'stearyl alcohol', 'tridecyl neopentanoate', 'squalane', 'dimethicone', 'cocoglycerides', 'cetyl palmitate', 'glyceryl stearate', 'butyrospermum parkii (shea) butter', 'aleurites moluccanus seed oil', 'peg-40 stearate', 'phenoxyethanol', 'sodium acrylate/sodium acryloyldimethyl taurate copolymer', 'panthenol', 'butylene glycol', 'polyisobutene', 'tocopheryl acetate', 'ceteareth-20', 'lavandula angustifolia (lavender) oil', 'caprylyl glycol', 'chondrus crispus extract', 'ethylhexylglycerin', 'xanthan gum', 'trisodium ethylenediamine disuccinate', 'pyrus malus (apple) fruit extract', 'hexylene glycol', 'astrocaryum murumuru seed butter', 'caprylyl/capryl glucoside', 'tropaeolum majus flower/leaf/stem extract', 'ceramide np', 'ceramide ap', 'sodium benzoate', 'mel/honey extract/extrait de miel', 'boswellia serrata extract', 'camellia sinensis leaf extract', 'aspalathus linearis extract', 'sodium hyaluronate', 'tetrapeptide-14', 'linalool']"
1244,mega greens galaxy pack,"['aqua/water/eau', 'kaolin', 'glycerin', 'magnesium aluminum silicate', 'cetearyl alcohol', 'persea gratissima (avocado) oil', 'caprylic/capric triglyceride', 'polysorbate 60', 'phenoxyethanol', 'oryza sativa (rice) bran extract', 'xanthan gum', 'citrus aurantium amara (bitter orange) peel powder', 'citric acid', 'helianthus annuus (sunflower) extract', 'ethylhexylglycerin', 'trisodium ethylenediamine disuccinate', 'potassium sorbate', 'linum usitatissimum (linseed) seed oil', 'aloe barbadensis leaf juice', 'tocopherol', 'rosmarinus officinalis (rosemary) leaf extract', 'lecithin', 'vaccinium myrtillus fruit extract', 'punica granatum (pomegranate) fruit extract', 'morinda citrifolia fruit extract', 'lycium barbarum fruit extract', 'euterpe oleracea fruit extract', 'aronia arbutifolia fruit extract', 'aristotelia chilensis fruit extract', 'lepidium sativum sprout extract', 'propanediol', 'chlorphenesin', 'sorbic acid', 'benzoic acid', 'spinacia oleracea (spinach) leaf extract', 'petroselinum crispum (parsley) leaf extract', 'chlorophyllin-copper complex (cl75810)']"
1245,moisturizing moon mask,"['aqua/water/eau', 'dimethicone', 'prunus amygdalus dulcis (sweet almond) oil', 'glycerin', 'polysorbate 20', 'urea', 'butylene glycol', 'butyrospermum parkii (shea) butter', 'glycine soja (soybean) oil', 'cetyl alcohol', 'cyclopentasiloxane', 'hydroxyethyl acrylate/sodium acryloyldimethyl taurate copolymer', 'dimethicone/vinyl dimethicone crosspolymer', 'phenoxyethanol', 'squalane', 'tropaeolum majus flower/leaf/stem extract', 'cyclohexasiloxane', 'mel/honey/miel', 'tocopheryl acetate', 'acrylates/c10-30 alkyl acrylate crosspolymer', 'benzophenone-4', 'glyceryl stearate', 'peg-100 stearate', 'betaine', 'polysorbate 60', 'aloe barbadensis leaf juice', 'disodium edta', 'ethylhexylglycerin', 'sodium hydroxide', 'glycyrrhiza glabra (licorice) root extract', 'tremella fuciformis sporocarp extract', 'beta-glucan', '1 2-hexanediol', 'caprylyl glycol', 'citrus limon (lemon) fruit extract', 'hyaluronic acid']"
1246,super bounce,"['water/aqua/eau', 'biosaccharide gum-2', 'glycerin', 'dimethicone', 'sodium hyaluronate', 'panthenol', 'caprylyl glycol', 'peg-20 methyl glucose sesquistearate', 'polysorbate 80', 'ethylhexylglycerin', 'xanthan gum', 'octyldodecanol', 'isohexadecane', 'hexylene glycol', 'phenoxyethanol', 'ammonium polyacryloyldimethyl taurate']"
1247,super glow,"['water/aqua/eau', 'glycereth-26', 'propanediol', 'aminopropyl ascorbyl phosphate', 'magnesium pca', 'ethylhexylglycerin', 'phenoxyethanol']"
1248,soothing face mist,"['water/aqua/eau', 'rosa damascena flower water', 'glycerin', 'lonicera japonica (honeysuckle) flower extract', 'lonicera caprifolium (honeysuckle) extract', 'aloe barbadensis leaf extract', 'trisodium ethylenediamine disuccinate', 'citric acid', 'potassium sorbate', 'sodium benzoate']"
1249,deep clean pore glacial clay,"['water', 'kaolin', 'butylene glycol', 'cetearyl alcohol', 'caprylic/capric triglyceride', 'bentonite', 'stearic acid', 'glycerin', 'glyceryl stearate', 'montmorillonite', 'polysorbate 60', 'silica', 'canadian colloidal clay', 'argania spinosa kernel oil', 'candida bombicola/sucrose/vegetable acid ester ferment', 'salicornia herbacea extract', 'camellia sinensis leaf extract', 'hydrogenated vegetable oil', 'sorbitan stearate', 'peg-100 stearate', 'caprylyl glycol', 'cellulose gum', 'glyceryl caprylate', '1 2-hexanediol', 'ethylhexylglycerin', 'xanthan gum', 'disodium edta', 'phenoxyethanol', 'titanium dioxide']"
1250,phytorain murumuru seed hydra serum,"['alcohol', 'glycerin', 'water', 'butylene glycol', 'alcohol', 'acetyl glucosamine', 'pentylene glycol', 'phenyl trimethicone', 'carbomer', 'phenoxyethanol', 'peg-40 hydrogenated castor oil', 'ppg-26 buteth-26', 'potassium hydroxide', 'bertholletia excelsa seed oil', 'xanthan gum', 'phospholipids', 'sodium polyacrylate', 'hyaluronic acid', 'pvm/ma copolymer', 'olea europaea (olive) fruit oil', 'whey protein', 'citrus grandis (grapefruit) peel oil', 'lavandula hybrida oil', 'lactose', 'theobroma grandiflorum seed butter', 'sodium citrate', 'sodium dehydroacetate', 'sucrose', 'citrus aurantifolia (lime) oil', 'ribes nigrum (black currant) seed oil', 'serine', 'arginine', 'pca', 'citrus aurantium bergamia (bergamot) fruit oil', 'cedrus atlantica bark oil', 'citrs aurantium dulcis (orange) fruit extract', 'citrus grandis (grapefruit) fruit extract', 'lavandula angustifolia (lavender) flower/leaf/stem extract', 'alanine', 'sodium pca', 'illicium verum (anise) fruit/seed oil', 'portulaca oleracea extract', 'threonine', 'astrocayum murumuru seed butter', 'coriandrum sativum (coriander) fruit oil', 'salvia officinalis (sage) oil', 'mourera fluviatilis extract', 'artemisia absinthium extract', 'chamomilla recutita (matricaria) flower extract', 'vanilla planifolia fruit extract', 'santalum album (sandalwood) oil', 'rose', 'butylene glycol', 'water', 'phenyl trimethicone', 'carbomer', 'pentylene glycol', 'phenoxyethanol', 'acetyl glucosamine', 'peg40 hydrogenated castor oil', 'xanthan gum', 'potassium hydroxide', 'ppg26 buteth26', 'bertholletia excelsa seed oil', 'sodium polyacrylate', 'phospholipids', 'whey protein', 'pvm', 'ma copolymer', 'olea europaea fruit oil', 'sodium hyaluronate', 'citrus grandis peel oil', 'sodium citrate', 'citrus aurantifolia oil', 'lactose', 'sodium dehydroacetate', 'sucrose', 'lavandula hybrida oil', 'ribes nigrum seed oil', 'theobroma grandiflorum seed butter', 'citrus aurantium bergamia fruit oil', 'alanine', 'illicium verum fruit', 'seed oil', 'leaf', 'portulaca oleracea extract', 'threonine', 'stem extract', 'rosa damascena flower oil', 'cedrus atlantica bark oil', 'coriandrum sativum fruit oil', 'citrs aurantium dulcis fruit extract', 'serine', 'lavandula angustifolia flower', 'citrus grandis fruit extract', 'sodium pca', 'arginine', 'pca', 'astrocayum murumuru seed butter', 'santalum album oil', 'chamomilla recutita flower extract', 'mourera fluviatilis extract', 'artemisia absinthium extract', 'salvia officinalis oil', 'vanilla planifolia fruit extract']"
1251,waterest moisture barrier cream,"['water', 'glycerin', 'mangifera indica (mango) seed butter', 'cyclopentasiloxane', 'myristic acid', 'palmitic acid', 'cyclohexasiloxane', 'cetearyl alcohol', 'niacinamide', 'pentylene glycol', 'butylene glycol', 'onsen-sui', 'viscum album (mistletoe) leaf extract', 'camellia japonica flower extract', 'viscum album (mistletoe) fruit extract', 'nelumbium speciosum flower extract', 'jasminum officinale (jasmine) flower/leaf extract', 'lilium candidum bulb extract', 'iris versicolor extract', 'leontopodium alpinum flower/leaf extract', 'rose extract', 'freesia refracta extract', 'narcissus pseudo-narcissus (daffodil) flower extract', 'panthenol', 'peg-150 distearate', 'hydrogenated lecithin', 'caprylyl glycol', 'cetearyl glucoside', 'sodium polyacrylate', 'tocopheryl acetate', 'peg-40 stearate', 'c18-21 alkane', 'adenosine', '1 2-hexanediol', 'caprylic/capric triglyceride', 'trideceth-6', 'polydecene', 'cetyl ethylhexanoate', 'ethylhexyl palmitate', 'ceramide 3', 'squalane', 'xanthan gum', 'c12-16 alcohol', 'bht', 'disodium edta', 'phenoxyethanol', 'fragrance']"
1252,waterest lasting water oil,"['water', 'butylene glycol', 'glycerin', 'niacinamide', 'bifida ferment lysate', 'raffinose', 'betaine', 'peg/ppg-17/6 copolymer', 'piper methysticum leaf/root/stem extract', 'phenllinus linteus extract', 'arctium lappa root extract', 'portulaca oleracea extract', 'pueraria thunberguaba root extract', 'glycyrrhiza glabra (licorice) root extract', 'paeonia lactiflora root extract', 'cnidium officinale root extract', 'monascus extract', 'soluable collagen', 'aloe barbadensis leaf juice', 'hydrogenated lecithin', 'sodium hyaluronate', 'citrus limon (lemon) fruit oil', 'ocimum basilicum (basil) oil', 'geranium maculatum oil', 'eugenia caryophyilus (clove) leaf oil', 'rose damascena flower oil', 'rosmarinus officinalis (rosemary) leaf oil', 'camellia sinesis seed oil', 'camellia japonica seed oil', 'macadamia integrifolia seed oil', 'argania spinosa kernal oil', 'olea europea (olive) fruit oil', 'helianthus annus (sunflower) seed oil', 'peg-60 hydrogenated castor oil', '2-hexanediol', 'bis-peg-18 methyl ether dimenthyl silane', 'cellulose gum', 'ethlyhexylglyverin', 'carbomer', 'tromethamine', 'glyceryl polymethacrylate', 'xanthan gum', 'adenosine', 'disodium edta', 'tocopheryl acetate', 'panthenol', 'disopatassium glycyrrhizate', 'capryliv/capric triglyeride', 'folic acid', 'ceramide 3', 'cholesterol', 'acetic acid', 'lactic acid', 'palmitoyl pentapeptide-4', 'phenoxyethanol', 'potassium sorbate']"
1253,mild protect sun essence spf 50+ pa++++,"['water', 'ethylhexyl methoxycinnamate', 'homosalate', 'glycerin', 'ethylhexyl salicylate', 'diethylamino hydroxybenzoyl hexyl benzoate', 'niacinamide', 'alcohol', 'methacrylate', 'polymethylsilsesquioxane', 'salvia extract', 'centella extract', 'houttuynia cordata extract', '1 2-hexanediol', 'acrylates', 'triethanolamine fructo oligosaccharides', 'saccharide hydrolysate', 'propanediol', 'pullalan', 'ethtlhexylglycerin', 'xanthan gum', 'octylldodecaol', 'sunflower seed oil', 'cardiospermum halicacabum extract', 'brassica napus extract', 'dimethicone', 'tocopheryl acetate', 'polysorbate 20 yeast extract', 'polyacrlate crosspolymer-6', 'honey extract', 'titanium dioxide', 'tocopherol', 'aluminium stearate', 'butylene glycol', 'oleth-10', 'polyhydroxystearic acid', 'alumina', 'isodeceth-6', 'butylalcohol', 'simethicone', 'phenoxyethanol', 'fragrance']"
1254,purifying plus pore tightening gel,"['water', 'glycerin', 'cyclopentasiloxane', 'ammonium acryloyldimethyltaurate/vp copolymer', '1 2-hexanediol', 'niacinamide', 'betaine', 'phytosqualane', 'pentylene glycol', 'piper methysticum leaf/root/stem extract', 'centella asiatica extract', 'ficus carica (fig) fruit extract', 'portulaca oleracea extract', 'pueraria thunbergiana root extract', 'glycyrrhiza glabra (licorice) root extract', 'paeonia lactiflora root extract', 'cnidium officinale root extract', 'monascus extract', 'camellia sinensis seed oil', 'camellia japonica seed oil', 'macadamia integrifolia seed oil', 'argania spinosa kernel oil', 'olea europaea (olive) fruit oil', 'helianthus annuus (sunflower) seed oil', 'simmondsia chinensis (jojoba) seed oil', 'citrus aurantium bergamia (bergamot) fruit oil', 'soluble collagen', 'pelargonium graveolens flower oil', 'aloe barbadensis leaf juice', 'sodium hyaluronate', 'hydrogenated lecithin', 'melaleuca alternifolia (tea tree) leaf oil', 'salvia officinalis (sage) oil', 'pogostemon cablin oil', 'trehalose', 'panthenol', 'polysorbate 20', 'candida bombicola/glucose/methyl rapeseedate ferment', 'polymethyl methacrylate', 'ethylhexylglycerin', 'lactose', 'cellulose', 'hydroxypropyl methylcellulose', 'disodium edta', 'salicylic acid', 'retinyl palmitate', 'tocopheryl acetate', 'xanthan gum', 'ceramide 3', 'iron oxides (ci 77491)']"
1255,waterest vital sleeping pack,"['water', 'butylene glycol', 'glycerin', 'cyclopentasiloxane', 'cetyl ethylhexanoate', 'peg/ppg-17/6 copolymer', 'cyclohexasiloxane', 'sodium acrylate/sodium acryloyldimethyl taurate copolymer', 'isohexadecane', 'dimethicone', 'polysorbate 80', 'betaine', 'carbomer', 'dimethicone/vinyl dimethicone crosspolymer', 'phenoxyethanol', 'chlorphenesin', 'zea mays (corn) starch', 'tromethamine', 'mannitol', 'tocopheryl acetate', 'microcrystalline cellulose', 'ethylhexylglycerin', 'caprylyl glycol', 'fragrance', 'sodium starch octenylsuccinate', 'disodium edta', 'acacia senegal gum', 'sodium polyacrylate', 'hydrogenated lecithin', 'citrus limon (lemon) fruit extract', 'salvia officinalis (sage) leaf extract', '1 2-hexanediol', 'gaultheria procumbens (wintergreen) leaf extract', 'lactobacillus/pumpkin ferment extract', 'nelumbo nucifera root extract', 'nelumbo nucifera seed extract', 'nelumbo nucifera flower extract', 'nelumbo nucifera leaf extract', 'fagus sylvatica bud extract', 'leuconostoc/radish root ferment filtrate', 'saccharomyces ferment', 'hydrolyzed hyaluronic acid']"
1256,all clean balm,"['ethylhexyl palmitate', 'cetyl ethylhexanoate', 'peg-20 glyceryl triisostearate', 'polyethylene', 'peg-8 isostearate', 'butyrospermum parkii (shea) butter', 'cocos nucifera (coconut) fruit extract', 'citrus aurantifolia (lime) fruit extract', 'freesia refracta extract', 'iris versicolor extract', 'jasminum officinale (jasmine) extract', 'lilium tigrinum extract', 'leontopodium alpinum extract', 'nelumbium speciosum flower extract', 'narcissus pseudo-narcissus (daffodil) flower extract', 'rose extract', 'citrus aurantium dulcis (orange) peel oil', 'lavandula angustifolia (lavender) oil', 'pelargonium graveolens flower oil', 'amyris balsamifera bark oil', 'citrus paradisi (grapefruit) peel oil', 'eucalyptus globulus leaf oil', 'melaleuca alternifolia (tea tree) leaf oil', 'juniperus mexicana oil', 'boswellia carterii oil', 'citrus aurantium bergamia (bergamot) fruit oil', 'tocopheryl acetate', '1 2-hexanediol', 'water', 'butylene glycol', 'citric acid', 'phenoxyethanol', 'ethylhexylglycerin']"
1257,waterest tone up first essence,"['waterest clear up gauze water', 'butylene', 'glycerin', 'alcohol', 'peg/ppg-17/6 copolymer', 'citrus paradisi (grapefruit) fruit extract', 'peg-60 hydrogenated castor oil', 'glycine soja (soybean)seed extract', 'xanthan gum', 'ethylhexyglycerin', 'vitis vinifera (grape) fruit extract', 'citrus aurantium culvis (orange) fruit extract', 'pyrus malus (apple) fruit extract', 'citrus medica limonum (lemon) fruit extract', 'citrus aurantifolia (lime) fruit extract', 'disodium edta', 'phenoxyethanol', 'fragrance waterest tone up essence camellia sinensis leaf extract', 'saccharomyces ferment', 'propanediol', 'nacinamide', 'water', '1 2-hexanediol', 'pentylene glycol', 'phellinus litneus extract', 'arctium lappa root extract', 'piper methysticum leaf/root/steam extract', 'portulaca oleracea extract', 'pueraria thunberguaba root extract', 'glycyrrhiza glabra (licorice) root extract', 'paeonia lactiflora root extract', 'cnidium officinale root extract', 'monascus extract', 'peg-40 hydrogenated castor oil', 'soluable collagen', 'citrus aurantium bergamia (bergamot) fruit oil', 'pelargonium graveloens flower oil', 'hydrogenated lecithin', 'aloe barbadensis leaf juice', 'salvia officinalis (sage) oil', 'pogostemon cablin oil', 'sodium hyaluronate', 'camellia sinensis seed oil', 'camellia japonica seed oil', 'macadamia integrifolia seed oil', 'argania spinosa kernal oil', 'olea europea (olive) fruit oil', 'helianthus annus (sunflower) seed oil', 'simmondsia chinensis (jojoba) seed oil', 'polyquaternium-51', 'cetyl ethylhexanoate', 'glycerin', 'sodium citrate', 'ethlyhexylglycerin', 'cyclopentasiloxane', 'cetheth-20', 'steareth-20', 'triethlyhexanoin citric acid', 'adenosine', 'disodium edta', 'glyceryl stearate', 'cetearyl alcohol', 'tocopheryl acetate', 'xanthan gum', 'phenoxyethanol']"
1258,phytowash yerba mate cleansing foam,"['water', 'myristic acid', 'sorbitol', 'potassium cocoyl glycinate', 'stearic acid', 'glycerin', 'potassium hydroxide', 'yerba mate (ilex paraguariensis) leaf extract', 'lauric acid', 'glycol distearate', 'polysorbate 20', 'cocamidopropyl betaine', 'glyceryl stearate', 'peg-32', 'peg-7 glyceryl cocoate', 'peg-100 stearate', 'isononyl isononanoate', 'caprylyl glycol', 'glyceryl caprylate', 'disodium edta', 'olive (olea europaea) fruit oil', 'grapefruit(citrus grandis) peel oil', 'lavendin (lavandula hybrida) oil', 'lime (citrus aurantifolia) oil', 'black currant (ribes nigrum) seed oil', 'bergamot (citrus aurantium bergamia) fruit oil', 'cedrus atlantica bark oil', 'orange (citrus aurantium dulcis) fruit extract', 'grapefruit (citrus grandis) fruit extract', 'rosa damascena flower oil', 'lavender (lavandula angustifolia) flower/leaf/stem extract', 'anise (illicium verum) fruit/seed oil', 'brazil nut (bertholletia excelsa) seed oil', 'butylene glycol', 'balsam copaiba (copaifera officinalis) resin', 'sucrose', 'coriander (coriandrum sativum) fruit oil', 'sage (salvia officinalis) oil', 'acai palm (euterpe oleracea) fruit oil', 'andiroba (carapa guaianensis) seed oil', 'serine', 'arginine', 'pca', 'artemisia absinthium extract', 'matricaria (chamomilla recutita) flower extract', 'alanine', 'vanilla planifolia fruit extract', 'sandalwood (santalum album) oil', 'threonine', 'camu camu (myrciaria dubia) fruit extract', 'mourera fluviatilis extract']"
1259,super seed oil plus skin mist,"['water', 'butylene glycol', 'triethylhexanoin', 'hydrogenated poly(c6-14 olefin)', 'niacinamide', 'pentylene glycol', 'hydrogenated lecithin', 'polyglyceryl-10 myristate', 'arctium lappa root extract', 'phellinus linteus extract', 'cellulose gum', 'piper methysticum leaf/root/stem extract', 'phenoxyethanol', 'dimethicone', 'jasminum officinale (jasmine) extract', 'morinda citrifolia extract', 'paeonia lactiflora root extract', 'portulaca oleracea extract', 'angelica gigas extract', 'centella asiatica extract', 'monascus extract', 'anthemis nobilis flower extract', 'beta vulgaris (beet) root extract', 'borago officinalis extract', 'calendula officinalis flower extract', 'daucus carota sativa (carrot) root extract', 'perilla ocymoides leaf extract', 'ethylhexylglycerin', 'citrus aurantium bergamia (bergamot) fruit oil', 'pelargonium graveolens flower oil', 'argania spinosa kernel oil', 'camellia japonica seed oil', 'camellia sinensis seed oil', 'helianthus annuus (sunflower) seed oil', 'macadamia integrifolia seed oil', 'olea europaea (olive) fruit oil', 'simmondsia chinensis (jojoba) seed oil', 'moringa pterygosperma seed oil', 'salvia officinalis (sage) oil', 'pogostemon cablin oil', 'folic acid', 'ceramide 3', 'cholesterol', 'raffinose', 'tromethamine', 'palmitoyl pentapeptide-4', 'panthenol']"
